FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,Sponsor % Boost,CombinedPercent,CombinedGrade,** Reformatted for document->,Name,Voting %,Sponsor,Grade
Rep. Kate Murray (D),"Murray, Kate",Kate,Murray,D,Rockingham,24,Rockingham-24,408619,85,85,13,65,7,0,256,55,8.2,21.5,D-,-7.16666665673255,-2.8,18.7,F,,"Murray, Kate",21.5,-7.2,F
Rep. Timothy Soucy (D),"Soucy, Timothy",Timothy,Soucy,D,Merrimack,16,Merrimack-16,376869,85,85,15,70,0,0,256,49,0,19.1,F,-1,-0.4,18.7,F,,"Soucy, Timothy",19.1,-1.0,F
Rep. George Sykes (D),"Sykes, George",George,Sykes,D,Grafton,13,Grafton-13,377176,85,85,12,72,1,0,256,49,1.2,19.1,F,-1,-0.4,18.7,F,,"Sykes, George",19.1,-1.0,F
Rep. Delmar Burridge (D),"Burridge, Delmar",Delmar,Burridge,D,Cheshire,16,Cheshire-16,376669,85,85,14,69,2,0,256,55,2.4,21.5,D-,-8,-3.1,18.4,F,,"Burridge, Delmar",21.5,-8.0,F
Rep. Mark King (D),"King, Mark",Mark,King,D,Hillsborough,33,Hillsborough-33,408544,85,85,15,70,0,0,256,56,0,21.9,D-,-9.5,-3.7,18.2,F,,"King, Mark",21.9,-9.5,F
Rep. Yvonne Thomas (D),"Thomas, Yvonne",Yvonne,Thomas,D,Coos,3,Coos-3,376676,85,85,9,66,10,0,256,46.5,11.8,18.2,F,0,0.0,18.2,F,,"Thomas, Yvonne",18.2,0.0,F
Rep. Suzanne Smith (D),"Smith, Suzanne",Suzanne,Smith,D,Grafton,8,Grafton-8,376866,85,85,11,65,9,0,256,49.5,10.6,19.3,F,-3.16666665673255,-1.2,18.1,F,,"Smith, Suzanne",19.3,-3.2,F
Rep. Mary Beth Walz (D),"Walz, Mary Beth",Mary Beth,Walz,D,Merrimack,23,Merrimack-23,376638,85,85,13,72,0,0,256,46,0,18,F,0,0.0,18,F,,"Walz, Mary Beth",18,0.0,F
Rep. Erika Connors (D),"Connors, Erika",Erika,Connors,D,Hillsborough,15,Hillsborough-15,408814,85,85,15,70,0,0,256,45,0,17.6,F,0,0.0,17.6,F,,"Connors, Erika",17.6,0.0,F
Rep. Suzanne Harvey (D),"Harvey, Suzanne",Suzanne,Harvey,D,Hillsborough,29,Hillsborough-29,376584,85,85,13,70,2,0,256,45,2.4,17.6,F,0,0.0,17.6,F,,"Harvey, Suzanne",17.6,0.0,F
Rep. Janet Wall (D),"Wall, Janet",Janet,Wall,D,Strafford,6,Strafford-6,372557,85,85,9,69,7,0,256,45,8.2,17.6,F,0,0.0,17.6,F,,"Wall, Janet",17.6,0.0,F
Rep. Mel Myler (D),"Myler, Mel",Mel,Myler,D,Merrimack,10,Merrimack-10,377153,85,85,11,65,9,0,256,50,10.6,19.5,F,-5,-2.0,17.5,F,,"Myler, Mel",19.5,-5.0,F
Rep. Hamilton Krans (D),"Krans, Hamilton",Hamilton,Krans,D,Strafford,14,Strafford-14,408629,85,85,12,68,5,0,256,44,5.9,17.2,F,0,0.0,17.2,F,,"Krans, Hamilton",17.2,0.0,F
Rep. Mary Heath (D),"Heath, Mary",Mary,Heath,D,Hillsborough,14,Hillsborough-14,377199,85,85,12,70,3,0,256,49,3.5,19.1,F,-5.5,-2.1,17,F,,"Heath, Mary",19.1,-5.5,F
Rep. Marjorie Porter (D),"Porter, Marjorie",Marjorie,Porter,D,Hillsborough,1,Hillsborough-1,377006,85,85,11,69,5,0,256,45.5,5.9,17.8,F,-2,-0.8,17,F,,"Porter, Marjorie",17.8,-2.0,F
Rep. Debra Altschiller (D),"Altschiller, Debra",Debra,Altschiller,D,Rockingham,19,Rockingham-19,408616,85,85,12,72,1,0,256,43,1.2,16.8,F,0,0.0,16.8,F,,"Altschiller, Debra",16.8,0.0,F
Rep. Betsey Farnham (D),"Farnham, Betsey",Betsey,Farnham,D,Rockingham,18,Rockingham-18,408614,85,85,8,70,7,0,256,42.5,8.2,16.6,F,0,0.0,16.6,F,,"Farnham, Betsey",16.6,0.0,F
Rep. Mindi Messmer (D),"Messmer, Mindi",Mindi,Messmer,D,Rockingham,24,Rockingham-24,408618,85,85,15,69,1,0,256,60.5,1.2,23.6,D-,-18,-7.0,16.6,F,,"Messmer, Mindi",23.6,-18.0,F
Rep. Michael Cahill (D),"Cahill, Michael",Michael,Cahill,D,Rockingham,17,Rockingham-17,377079,85,85,16,69,0,0,256,55,0,21.5,D-,-13,-5.1,16.4,F,,"Cahill, Michael",21.5,-13.0,F
Rep. Polly Campion (D),"Campion, Polly",Polly,Campion,D,Grafton,12,Grafton-12,408501,85,85,12,73,0,0,256,45,0,17.6,F,-3,-1.2,16.4,F,,"Campion, Polly",17.6,-3.0,F
Rep. Mary Jane Wallner (D),"Wallner, Mary Jane",Mary Jane,Wallner,D,Merrimack,10,Merrimack-10,368423,85,85,11,61,13,0,256,57,15.3,22.3,D-,-15.5,-6.1,16.2,F,,"Wallner, Mary Jane",22.3,-15.5,F
Rep. Richard Ames (D),"Ames, Richard",Richard,Ames,D,Cheshire,9,Cheshire-9,377061,85,85,13,72,0,0,256,45,0,17.6,F,-4,-1.6,16,F,,"Ames, Richard",17.6,-4.0,F
Rep. David Luneau (D),"Luneau, David",David,Luneau,D,Merrimack,10,Merrimack-10,377307,85,85,11,71,3,0,256,40,3.5,15.6,F,0,0.0,15.6,F,,"Luneau, David",15.6,0.0,F
Rep. Katherine Rogers (D),"Rogers, Katherine",Katherine,Rogers,D,Merrimack,28,Merrimack-28,375919,85,85,12,73,0,0,256,41,0,16,F,-1,-0.4,15.6,F,,"Rogers, Katherine",16,-1.0,F
Rep. Skip Berrien (D),"Berrien, Skip",Skip,Berrien,D,Rockingham,18,Rockingham-18,377281,85,85,9,72,4,0,256,39.5,4.7,15.4,F,0,0.0,15.4,F,,"Berrien, Skip",15.4,0.0,F
Rep. Joelle Martin (D),"Martin, Joelle",Joelle,Martin,D,Hillsborough,23,Hillsborough-23,408530,85,85,13,72,0,0,256,40,0,15.6,F,-1,-0.4,15.2,F,,"Martin, Joelle",15.6,-1.0,F
Rep. Jacalyn Cilley (D),"Cilley, Jacalyn",Jacalyn,Cilley,D,Strafford,4,Strafford-4,376564,85,85,14,63,8,0,256,60,9.4,23.4,D-,-21.5,-8.4,15,F,,"Cilley, Jacalyn",23.4,-21.5,F
Rep. Connie Van Houten (D),"Van Houten, Connie",Connie,Van Houten,D,Hillsborough,45,Hillsborough-45,408558,85,85,12,73,0,0,256,41,0,16,F,-3,-1.2,14.8,CT,,"Van Houten, Connie",16,-3.0,CT
Rep. Shannon Chandley (D),"Chandley, Shannon",Shannon,Chandley,D,Hillsborough,22,Hillsborough-22,376802,85,85,11,72,2,0,256,43,2.4,16.8,F,-5.5,-2.1,14.7,CT,,"Chandley, Shannon",16.8,-5.5,CT
Rep. Jerry Knirk (D),"Knirk, Jerry",Jerry,Knirk,D,Carroll,3,Carroll-3,408473,85,85,13,72,0,0,256,44,0,17.2,F,-6.5,-2.5,14.7,CT,,"Knirk, Jerry",17.2,-6.5,CT
Rep. Henry Parkhurst (D),"Parkhurst, Henry",Henry,Parkhurst,D,Cheshire,13,Cheshire-13,376510,85,85,11,71,3,0,256,37,3.5,14.5,CT,0,0.0,14.5,CT,,"Parkhurst, Henry",14.5,0.0,CT
Rep. John Cloutier (D),"Cloutier, John",John,Cloutier,D,Sullivan,10,Sullivan-10,375829,85,85,11,74,0,0,256,38,0,14.8,CT,-1,-0.4,14.4,CT,,"Cloutier, John",14.8,-1.0,CT
Rep. Janice Schmidt (D),"Schmidt, Janice",Janice,Schmidt,D,Hillsborough,28,Hillsborough-28,377167,85,85,12,69,4,0,256,51.5,4.7,20.1,D-,-15.5,-6.1,14,CT,,"Schmidt, Janice",20.1,-15.5,CT
Rep. Robert Renny Cushing (D),"Cushing, Robert Renny",Robert Renny,Cushing,D,Rockingham,21,Rockingham-21,376111,85,85,18,62,5,0,256,68,5.9,26.6,D-,-33,-12.9,13.7,CT,,"Cushing, Robert Renny",26.6,-33.0,CT
Rep. Jeffrey Goley (D),"Goley, Jeffrey",Jeffrey,Goley,D,Hillsborough,8,Hillsborough-8,376227,85,85,11,73,1,0,256,37,1.2,14.5,CT,-2,-0.8,13.7,CT,,"Goley, Jeffrey",14.5,-2.0,CT
Rep. Wayne Burton (D),"Burton, Wayne",Wayne,Burton,D,Strafford,6,Strafford-6,373142,85,85,12,70,3,0,256,41.5,3.5,16.2,F,-8,-3.1,13.1,CT,,"Burton, Wayne",16.2,-8.0,CT
Rep. David Doherty (D),"Doherty, David",David,Doherty,D,Merrimack,20,Merrimack-20,377292,85,85,11,74,0,0,256,40,0,15.6,F,-6.5,-2.5,13.1,CT,,"Doherty, David",15.6,-6.5,CT
Rep. Dennis Malloy (D),"Malloy, Dennis",Dennis,Malloy,D,Rockingham,23,Rockingham-23,377137,85,85,10,75,0,0,256,32,0,12.5,CT,0,0.0,12.5,CT,,"Malloy, Dennis",12.5,0.0,CT
Rep. Dianne Schuett (D),"Schuett, Dianne",Dianne,Schuett,D,Merrimack,20,Merrimack-20,376862,85,85,9,76,0,0,256,33,0,12.9,CT,-2,-0.8,12.1,CT,,"Schuett, Dianne",12.9,-2.0,CT
Rep. Patricia Klee (D),"Klee, Patricia",Patricia,Klee,D,Hillsborough,30,Hillsborough-30,408539,85,85,7,74,4,0,256,28,4.7,10.9,CT,0,0.0,10.9,CT,,"Klee, Patricia",10.9,0.0,CT
Rep. Peter Schmidt (D),"Schmidt, Peter",Peter,Schmidt,D,Strafford,19,Strafford-19,376521,85,85,15,66,4,0,256,59,4.7,23,D-,-35,-13.7,9.3,CT,,"Schmidt, Peter",23,-35.0,CT
Rep. Cindy Rosenwald (D),"Rosenwald, Cindy",Cindy,Rosenwald,D,Hillsborough,30,Hillsborough-30,376622,85,85,8,71,6,0,256,37,7.1,14.5,CT,-14.5,-5.7,8.8,CT,,"Rosenwald, Cindy",14.5,-14.5,CT
Rep. Stephen Shurtleff (D),"Shurtleff, Stephen",Stephen,Shurtleff,D,Merrimack,11,Merrimack-11,376628,85,85,9,76,0,0,256,25,0,9.8,CT,-13.5,-5.3,4.5,CT,,"Shurtleff, Stephen",9.8,-13.5,CT
Rep. Mary Gile (D),"Gile, Mary",Mary,Gile,D,Merrimack,27,Merrimack-27,376123,85,85,10,68,7,0,256,47.5,8.2,18.6,F,-42,-16.4,2.2,CT,,"Gile, Mary",18.6,-42.0,CT
